47.62326, -122.34612, 15, 0, 0, 50f, 3.17f
47.56792, -121.99508, 12, 0, 0, 50f, 3.17f
47.56801, -121.99457, 8, 0, 0, 50f, 3.17f
47.5681, -121.99423, 19, 0, 0, 50f, 3.17f
47.56816, -121.99399, 26, 0, 0, 50f, 3.17f
47.56825, -121.99378, 21, 0, 0, 50f, 3.17f
47.56831, -121.9936, 26, 0, 0, 50f, 3.17f
47.5684, -121.99341, 5, 0, 0, 50f, 3.17f
47.56846, -121.9933, 11, 0, 0, 50f, 3.17f
47.56866, -121.99296, 6, 0, 0, 50f, 3.17f
47.56906, -121.99221, 29, 0, 0, 50f, 3.17f
47.56951, -121.99139, 6, 0, 0, 50f, 3.17f
47.56964, -121.99116, 22, 0, 0, 50f, 3.17f
47.56975, -121.99094, 16, 0, 0, 50f, 3.17f
47.56988, -121.99075, 21, 0, 0, 50f, 3.17f
47.56998, -121.9906, 25, 0, 0, 50f, 3.17f
47.57007, -121.99047, 22, 0, 0, 50f, 3.17f
47.57018, -121.99036, 9, 0, 0, 50f, 3.17f
47.57029, -121.99028, 10, 0, 0, 50f, 3.17f
47.57042, -121.99019, 28, 0, 0, 50f, 3.17f
47.57048, -121.99015, 18, 0, 0, 50f, 3.17f
47.57052, -121.99013, 22, 0, 0, 50f, 3.17f
47.57067, -121.99008, 6, 0, 0, 50f, 3.17f
47.5708, -121.99006, 26, 0, 0, 50f, 3.17f
47.57084, -121.99004, 25, 0, 0, 50f, 3.17f
47.57119, -121.99002, 27, 0, 0, 50f, 3.17f
47.57144, -121.99002, 20, 0, 0, 50f, 3.17f
47.5717, -121.99, 16, 0, 0, 50f, 3.17f
47.57183, -121.98998, 6, 0, 0, 50f, 3.17f
47.57207, -121.98996, 26, 0, 0, 50f, 3.17f
47.5723, -121.98991, 27, 0, 0, 50f, 3.17f
47.57254, -121.98987, 8, 0, 0, 50f, 3.17f
47.57278, -121.98978, 18, 0, 0, 50f, 3.17f
47.57286, -121.98976, 25, 0, 0, 50f, 3.17f
47.57299, -121.9897, 13, 0, 0, 50f, 3.17f
47.57322, -121.98959, 18, 0, 0, 50f, 3.17f
47.57344, -121.98946, 29, 0, 0, 50f, 3.17f
47.57366, -121.98933, 29, 0, 0, 50f, 3.17f
47.57374, -121.98927, 26, 0, 0, 50f, 3.17f
47.57406, -121.98906, 24, 0, 0, 50f, 3.17f
47.57434, -121.98888, 20, 0, 0, 50f, 3.17f
47.57438, -121.98884, 24, 0, 0, 50f, 3.17f
47.57468, -121.98865, 20, 0, 0, 50f, 3.17f
47.57473, -121.98863, 17, 0, 0, 50f, 3.17f
47.57505, -121.98839, 20, 0, 0, 50f, 3.17f
47.57518, -121.98828, 8, 0, 0, 50f, 3.17f
47.57539, -121.98811, 10, 0, 0, 50f, 3.17f
47.5758, -121.98777, 7, 0, 0, 50f, 3.17f
47.57586, -121.98772, 29, 0, 0, 50f, 3.17f
47.57758, -121.98646, 8, 0, 0, 50f, 3.17f
47.57859, -121.98571, 20, 0, 0, 50f, 3.17f
47.57898, -121.98543, 28, 0, 0, 50f, 3.17f
47.57915, -121.9853, 22, 0, 0, 50f, 3.17f
47.57923, -121.98521, 15, 0, 0, 50f, 3.17f
47.57932, -121.98515, 15, 0, 0, 50f, 3.17f
47.57936, -121.98511, 10, 0, 0, 50f, 3.17f
47.5794, -121.98506, 18, 0, 0, 50f, 3.17f
47.57945, -121.98504, 9, 0, 0, 50f, 3.17f
47.57949, -121.985, 19, 0, 0, 50f, 3.17f
47.57951, -121.98498, 9, 0, 0, 50f, 3.17f
47.57956, -121.98494, 8, 0, 0, 50f, 3.17f
47.57958, -121.98491, 29, 0, 0, 50f, 3.17f
47.57962, -121.98487, 24, 0, 0, 50f, 3.17f
47.57966, -121.98481, 8, 0, 0, 50f, 3.17f
47.57975, -121.9847, 9, 0, 0, 50f, 3.17f
47.57979, -121.98466, 25, 0, 0, 50f, 3.17f
47.57986, -121.98459, 20, 0, 0, 50f, 3.17f
47.57992, -121.98451, 14, 0, 0, 50f, 3.17f
47.57996, -121.98442, 6, 0, 0, 50f, 3.17f
47.58003, -121.98436, 10, 0, 0, 50f, 3.17f
47.58007, -121.98429, 12, 0, 0, 50f, 3.17f
47.58018, -121.98414, 17, 0, 0, 50f, 3.17f
47.58037, -121.98386, 24, 0, 0, 50f, 3.17f
47.58099, -121.98298, 8, 0, 0, 50f, 3.17f
47.58159, -121.98212, 10, 0, 0, 50f, 3.17f
47.58174, -121.98189, 16, 0, 0, 50f, 3.17f
47.58262, -121.98064, 27, 0, 0, 50f, 3.17f
47.58286, -121.98032, 25, 0, 0, 50f, 3.17f
47.58305, -121.98004, 4, 0, 0, 50f, 3.17f
47.5832, -121.97983, 23, 0, 0, 50f, 3.17f
47.58322, -121.97978, 24, 0, 0, 50f, 3.17f
47.58327, -121.97974, 7, 0, 0, 50f, 3.17f
47.58331, -121.97964, 9, 0, 0, 50f, 3.17f
47.58335, -121.97957, 15, 0, 0, 50f, 3.17f
47.58342, -121.97948, 27, 0, 0, 50f, 3.17f
47.58346, -121.9794, 7, 0, 0, 50f, 3.17f
47.58348, -121.97933, 19, 0, 0, 50f, 3.17f
47.5835, -121.97927, 12, 0, 0, 50f, 3.17f
47.58355, -121.97921, 18, 0, 0, 50f, 3.17f
47.58359, -121.97912, 13, 0, 0, 50f, 3.17f
47.58372, -121.9788, 19, 0, 0, 50f, 3.17f
47.58378, -121.97863, 19, 0, 0, 50f, 3.17f
47.58383, -121.97848, 19, 0, 0, 50f, 3.17f
47.58387, -121.97839, 17, 0, 0, 50f, 3.17f
47.58389, -121.97826, 12, 0, 0, 50f, 3.17f
47.58391, -121.97818, 27, 0, 0, 50f, 3.17f
47.58395, -121.97807, 23, 0, 0, 50f, 3.17f
47.58398, -121.97794, 10, 0, 0, 50f, 3.17f
47.58402, -121.97777, 24, 0, 0, 50f, 3.17f
47.58406, -121.97751, 14, 0, 0, 50f, 3.17f
47.5841, -121.97708, 27, 0, 0, 50f, 3.17f
47.58415, -121.97672, 14, 0, 0, 50f, 3.17f
47.58419, -121.97633, 16, 0, 0, 50f, 3.17f
47.58423, -121.97588, 28, 0, 0, 50f, 3.17f
47.5843, -121.97504, 5, 0, 0, 50f, 3.17f
47.58432, -121.97472, 26, 0, 0, 50f, 3.17f
47.58434, -121.97431, 23, 0, 0, 50f, 3.17f
47.58438, -121.97401, 13, 0, 0, 50f, 3.17f
47.5844, -121.97365, 29, 0, 0, 50f, 3.17f
47.58443, -121.97339, 17, 0, 0, 50f, 3.17f
47.58443, -121.9733, 11, 0, 0, 50f, 3.17f
47.58449, -121.97266, 8, 0, 0, 50f, 3.17f
47.58449, -121.97242, 22, 0, 0, 50f, 3.17f
47.58451, -121.97232, 20, 0, 0, 50f, 3.17f
47.58451, -121.97225, 19, 0, 0, 50f, 3.17f
47.58451, -121.97219, 4, 0, 0, 50f, 3.17f
47.58451, -121.97215, 9, 0, 0, 50f, 3.17f
47.58451, -121.97206, 21, 0, 0, 50f, 3.17f
47.58451, -121.97202, 14, 0, 0, 50f, 3.17f
47.58451, -121.97197, 5, 0, 0, 50f, 3.17f
47.58451, -121.97187, 19, 0, 0, 50f, 3.17f
47.58451, -121.9717, 26, 0, 0, 50f, 3.17f
47.58451, -121.97157, 22, 0, 0, 50f, 3.17f
47.58451, -121.97148, 9, 0, 0, 50f, 3.17f
47.58451, -121.9714, 22, 0, 0, 50f, 3.17f
47.58449, -121.97124, 21, 0, 0, 50f, 3.17f
47.58449, -121.9711, 15, 0, 0, 50f, 3.17f
47.58449, -121.97103, 15, 0, 0, 50f, 3.17f
47.58449, -121.9709, 19, 0, 0, 50f, 3.17f
47.58449, -121.97079, 12, 0, 0, 50f, 3.17f
47.58447, -121.97073, 10, 0, 0, 50f, 3.17f
47.58447, -121.97066, 12, 0, 0, 50f, 3.17f
47.58447, -121.9706, 25, 0, 0, 50f, 3.17f
47.58447, -121.97054, 17, 0, 0, 50f, 3.17f
47.58445, -121.97041, 20, 0, 0, 50f, 3.17f
47.5844, -121.96983, 19, 0, 0, 50f, 3.17f
47.5844, -121.9697, 28, 0, 0, 50f, 3.17f
47.58438, -121.96923, 27, 0, 0, 50f, 3.17f
47.58438, -121.9691, 23, 0, 0, 50f, 3.17f
47.58438, -121.96901, 17, 0, 0, 50f, 3.17f
47.58438, -121.96895, 21, 0, 0, 50f, 3.17f
47.58438, -121.96886, 21, 0, 0, 50f, 3.17f
47.58438, -121.96869, 19, 0, 0, 50f, 3.17f
47.58438, -121.96861, 15, 0, 0, 50f, 3.17f
47.58438, -121.96852, 8, 0, 0, 50f, 3.17f
47.58445, -121.96798, 11, 0, 0, 50f, 3.17f
47.58447, -121.96777, 15, 0, 0, 50f, 3.17f
47.58453, -121.96736, 6, 0, 0, 50f, 3.17f
47.58453, -121.96721, 22, 0, 0, 50f, 3.17f
47.58466, -121.96633, 6, 0, 0, 50f, 3.17f
47.58468, -121.96612, 7, 0, 0, 50f, 3.17f
47.58468, -121.96592, 20, 0, 0, 50f, 3.17f
47.58468, -121.96577, 29, 0, 0, 50f, 3.17f
47.58468, -121.96562, 19, 0, 0, 50f, 3.17f
47.58466, -121.96549, 19, 0, 0, 50f, 3.17f
47.58464, -121.96532, 29, 0, 0, 50f, 3.17f
47.58462, -121.96524, 13, 0, 0, 50f, 3.17f
47.58462, -121.96522, 22, 0, 0, 50f, 3.17f
47.58458, -121.96509, 7, 0, 0, 50f, 3.17f
47.5844, -121.96451, 19, 0, 0, 50f, 3.17f
47.58436, -121.96427, 8, 0, 0, 50f, 3.17f
47.58432, -121.96416, 7, 0, 0, 50f, 3.17f
47.5843, -121.96406, 7, 0, 0, 50f, 3.17f
47.58426, -121.96374, 19, 0, 0, 50f, 3.17f
47.58419, -121.96328, 29, 0, 0, 50f, 3.17f
47.58417, -121.96313, 22, 0, 0, 50f, 3.17f
47.58417, -121.96305, 21, 0, 0, 50f, 3.17f
47.58415, -121.96294, 11, 0, 0, 50f, 3.17f
47.58415, -121.96281, 27, 0, 0, 50f, 3.17f
47.58415, -121.96268, 24, 0, 0, 50f, 3.17f
47.58417, -121.96255, 8, 0, 0, 50f, 3.17f
47.58419, -121.96243, 20, 0, 0, 50f, 3.17f
47.58423, -121.96228, 26, 0, 0, 50f, 3.17f
47.58426, -121.96219, 15, 0, 0, 50f, 3.17f
47.5844, -121.9617, 9, 0, 0, 50f, 3.17f
47.58445, -121.96155, 10, 0, 0, 50f, 3.17f
47.58449, -121.96142, 21, 0, 0, 50f, 3.17f
47.58451, -121.96129, 10, 0, 0, 50f, 3.17f
47.58468, -121.96047, 16, 0, 0, 50f, 3.17f
47.58473, -121.9603, 17, 0, 0, 50f, 3.17f
47.58477, -121.96, 10, 0, 0, 50f, 3.17f
47.58481, -121.95979, 5, 0, 0, 50f, 3.17f
47.58486, -121.95962, 14, 0, 0, 50f, 3.17f
47.58488, -121.95949, 29, 0, 0, 50f, 3.17f
47.5849, -121.95936, 4, 0, 0, 50f, 3.17f
47.5849, -121.95923, 18, 0, 0, 50f, 3.17f
47.58492, -121.95897, 24, 0, 0, 50f, 3.17f
47.58492, -121.95852, 6, 0, 0, 50f, 3.17f
47.58492, -121.9582, 22, 0, 0, 50f, 3.17f
47.58492, -121.95781, 9, 0, 0, 50f, 3.17f
47.58494, -121.95719, 14, 0, 0, 50f, 3.17f
47.58494, -121.95676, 25, 0, 0, 50f, 3.17f
47.58496, -121.95646, 13, 0, 0, 50f, 3.17f
47.58498, -121.95622, 26, 0, 0, 50f, 3.17f
47.58503, -121.95603, 27, 0, 0, 50f, 3.17f
47.58505, -121.95588, 15, 0, 0, 50f, 3.17f
47.58509, -121.95571, 17, 0, 0, 50f, 3.17f
47.58514, -121.9556, 5, 0, 0, 50f, 3.17f
47.58516, -121.9555, 13, 0, 0, 50f, 3.17f
47.58524, -121.95526, 29, 0, 0, 50f, 3.17f
47.58528, -121.95513, 6, 0, 0, 50f, 3.17f
47.58535, -121.95498, 21, 0, 0, 50f, 3.17f
47.58548, -121.95474, 27, 0, 0, 50f, 3.17f
47.58561, -121.95453, 21, 0, 0, 50f, 3.17f
47.58576, -121.95436, 18, 0, 0, 50f, 3.17f
47.58586, -121.95421, 12, 0, 0, 50f, 3.17f
47.58591, -121.95414, 17, 0, 0, 50f, 3.17f
47.58599, -121.95408, 17, 0, 0, 50f, 3.17f
47.5861, -121.95395, 17, 0, 0, 50f, 3.17f
47.58625, -121.95386, 19, 0, 0, 50f, 3.17f
47.58638, -121.95376, 27, 0, 0, 50f, 3.17f
47.58644, -121.95371, 29, 0, 0, 50f, 3.17f
47.58657, -121.95365, 19, 0, 0, 50f, 3.17f
47.58679, -121.95356, 26, 0, 0, 50f, 3.17f
47.58689, -121.95354, 5, 0, 0, 50f, 3.17f
47.58715, -121.95348, 23, 0, 0, 50f, 3.17f
47.58773, -121.95339, 10, 0, 0, 50f, 3.17f
47.5878, -121.95337, 18, 0, 0, 50f, 3.17f
47.58792, -121.95337, 21, 0, 0, 50f, 3.17f
47.58805, -121.95335, 14, 0, 0, 50f, 3.17f
47.5881, -121.95333, 25, 0, 0, 50f, 3.17f
47.58818, -121.95328, 15, 0, 0, 50f, 3.17f
47.58827, -121.95322, 23, 0, 0, 50f, 3.17f
47.58831, -121.9532, 25, 0, 0, 50f, 3.17f
47.58852, -121.95356, 23, 0, 0, 50f, 3.17f
47.58917, -121.95464, 24, 0, 0, 50f, 3.17f
47.58928, -121.95481, 13, 0, 0, 50f, 3.17f
47.5893, -121.95483, 26, 0, 0, 50f, 3.17f
47.58953, -121.95519, 12, 0, 0, 50f, 3.17f
47.58975, -121.95552, 26, 0, 0, 50f, 3.17f
47.59009, -121.95597, 4, 0, 0, 50f, 3.17f
47.59033, -121.95625, 19, 0, 0, 50f, 3.17f
47.59056, -121.9565, 24, 0, 0, 50f, 3.17f
47.5908, -121.95676, 29, 0, 0, 50f, 3.17f
47.59108, -121.95702, 4, 0, 0, 50f, 3.17f
47.59116, -121.9571, 7, 0, 0, 50f, 3.17f
47.59232, -121.95818, 19, 0, 0, 50f, 3.17f
47.5932, -121.95901, 17, 0, 0, 50f, 3.17f
47.59346, -121.95923, 12, 0, 0, 50f, 3.17f
47.59374, -121.95944, 13, 0, 0, 50f, 3.17f
47.59402, -121.95966, 6, 0, 0, 50f, 3.17f
47.59432, -121.95985, 12, 0, 0, 50f, 3.17f
47.59453, -121.95998, 19, 0, 0, 50f, 3.17f
47.5949, -121.96019, 21, 0, 0, 50f, 3.17f
47.59561, -121.9606, 19, 0, 0, 50f, 3.17f
47.59612, -121.9609, 23, 0, 0, 50f, 3.17f
47.5964, -121.96107, 26, 0, 0, 50f, 3.17f
47.59668, -121.96122, 26, 0, 0, 50f, 3.17f
47.59694, -121.96133, 10, 0, 0, 50f, 3.17f
47.59722, -121.96144, 23, 0, 0, 50f, 3.17f
47.59749, -121.96155, 14, 0, 0, 50f, 3.17f
47.5978, -121.96161, 21, 0, 0, 50f, 3.17f
47.59807, -121.96168, 23, 0, 0, 50f, 3.17f
47.59835, -121.96172, 9, 0, 0, 50f, 3.17f
47.59863, -121.96174, 26, 0, 0, 50f, 3.17f
47.59893, -121.96176, 10, 0, 0, 50f, 3.17f
47.59923, -121.96176, 7, 0, 0, 50f, 3.17f
47.5996, -121.96174, 19, 0, 0, 50f, 3.17f
47.60009, -121.96168, 22, 0, 0, 50f, 3.17f
47.60033, -121.96165, 19, 0, 0, 50f, 3.17f
47.60118, -121.96157, 9, 0, 0, 50f, 3.17f
47.60206, -121.96148, 4, 0, 0, 50f, 3.17f
47.60282, -121.96142, 12, 0, 0, 50f, 3.17f
47.60318, -121.96137, 11, 0, 0, 50f, 3.17f
47.60352, -121.96133, 25, 0, 0, 50f, 3.17f
47.60387, -121.96127, 22, 0, 0, 50f, 3.17f
47.60423, -121.96118, 6, 0, 0, 50f, 3.17f
47.60458, -121.9611, 14, 0, 0, 50f, 3.17f
47.60492, -121.96099, 14, 0, 0, 50f, 3.17f
47.60526, -121.96086, 9, 0, 0, 50f, 3.17f
47.6056, -121.96069, 17, 0, 0, 50f, 3.17f
47.60599, -121.9605, 8, 0, 0, 50f, 3.17f
47.60625, -121.96039, 22, 0, 0, 50f, 3.17f
47.60651, -121.96026, 25, 0, 0, 50f, 3.17f
47.60689, -121.96006, 28, 0, 0, 50f, 3.17f
47.60794, -121.95953, 18, 0, 0, 50f, 3.17f
47.60831, -121.95936, 28, 0, 0, 50f, 3.17f
47.60934, -121.95884, 23, 0, 0, 50f, 3.17f
47.61026, -121.95837, 15, 0, 0, 50f, 3.17f
47.61073, -121.95816, 4, 0, 0, 50f, 3.17f
47.61118, -121.95796, 6, 0, 0, 50f, 3.17f
47.61144, -121.95788, 11, 0, 0, 50f, 3.17f
47.61159, -121.95783, 16, 0, 0, 50f, 3.17f
47.61198, -121.9577, 27, 0, 0, 50f, 3.17f
47.61226, -121.95764, 24, 0, 0, 50f, 3.17f
47.61251, -121.95758, 29, 0, 0, 50f, 3.17f
47.61273, -121.95753, 9, 0, 0, 50f, 3.17f
47.61307, -121.95747, 6, 0, 0, 50f, 3.17f
47.61344, -121.95745, 14, 0, 0, 50f, 3.17f
47.61378, -121.95743, 14, 0, 0, 50f, 3.17f
47.61412, -121.9574, 29, 0, 0, 50f, 3.17f
47.61449, -121.95743, 7, 0, 0, 50f, 3.17f
47.61483, -121.95745, 20, 0, 0, 50f, 3.17f
47.6152, -121.95749, 27, 0, 0, 50f, 3.17f
47.61554, -121.95753, 15, 0, 0, 50f, 3.17f
47.61571, -121.95758, 4, 0, 0, 50f, 3.17f
47.61588, -121.9576, 11, 0, 0, 50f, 3.17f
47.61612, -121.95766, 10, 0, 0, 50f, 3.17f
47.61631, -121.95773, 8, 0, 0, 50f, 3.17f
47.61642, -121.95775, 13, 0, 0, 50f, 3.17f
47.61706, -121.95796, 13, 0, 0, 50f, 3.17f
47.61747, -121.95811, 9, 0, 0, 50f, 3.17f
47.61784, -121.95824, 25, 0, 0, 50f, 3.17f
47.61814, -121.95837, 9, 0, 0, 50f, 3.17f
47.61842, -121.95852, 13, 0, 0, 50f, 3.17f
47.61867, -121.95865, 12, 0, 0, 50f, 3.17f
47.61891, -121.95882, 27, 0, 0, 50f, 3.17f
47.61914, -121.95899, 28, 0, 0, 50f, 3.17f
47.61938, -121.95919, 12, 0, 0, 50f, 3.17f
47.6196, -121.95938, 6, 0, 0, 50f, 3.17f
47.62, -121.95976, 10, 0, 0, 50f, 3.17f
47.62005, -121.95981, 16, 0, 0, 50f, 3.17f
47.62026, -121.96002, 27, 0, 0, 50f, 3.17f
47.62028, -121.96009, 7, 0, 0, 50f, 3.17f
47.62045, -121.96028, 25, 0, 0, 50f, 3.17f
47.62065, -121.96056, 29, 0, 0, 50f, 3.17f
47.62075, -121.96073, 10, 0, 0, 50f, 3.17f
47.62084, -121.96086, 22, 0, 0, 50f, 3.17f
47.62103, -121.96118, 20, 0, 0, 50f, 3.17f
47.62123, -121.96152, 12, 0, 0, 50f, 3.17f
47.6214, -121.96187, 18, 0, 0, 50f, 3.17f
47.62155, -121.96221, 12, 0, 0, 50f, 3.17f
47.6217, -121.96258, 19, 0, 0, 50f, 3.17f
47.62185, -121.96296, 17, 0, 0, 50f, 3.17f
47.62198, -121.96335, 14, 0, 0, 50f, 3.17f
47.62213, -121.96386, 22, 0, 0, 50f, 3.17f
47.6223, -121.9644, 20, 0, 0, 50f, 3.17f
47.62232, -121.96446, 6, 0, 0, 50f, 3.17f
47.62234, -121.96457, 25, 0, 0, 50f, 3.17f
47.62236, -121.96464, 21, 0, 0, 50f, 3.17f
47.62238, -121.96472, 13, 0, 0, 50f, 3.17f
47.62245, -121.96472, 4, 0, 0, 50f, 3.17f
47.62247, -121.96472, 16, 0, 0, 50f, 3.17f
47.62249, -121.96472, 16, 0, 0, 50f, 3.17f
47.62251, -121.96474, 27, 0, 0, 50f, 3.17f
47.62254, -121.96476, 28, 0, 0, 50f, 3.17f
47.62258, -121.96487, 18, 0, 0, 50f, 3.17f
47.62262, -121.96492, 16, 0, 0, 50f, 3.17f
47.62266, -121.96498, 6, 0, 0, 50f, 3.17f
47.62268, -121.96502, 6, 0, 0, 50f, 3.17f
47.62273, -121.96504, 17, 0, 0, 50f, 3.17f
47.62277, -121.96511, 26, 0, 0, 50f, 3.17f
47.62281, -121.96517, 22, 0, 0, 50f, 3.17f
47.62286, -121.96524, 25, 0, 0, 50f, 3.17f
47.62296, -121.96534, 19, 0, 0, 50f, 3.17f
47.62305, -121.96543, 7, 0, 0, 50f, 3.17f
47.62326, -121.96569, 4, 0, 0, 50f, 3.17f
47.62344, -121.96586, 19, 0, 0, 50f, 3.17f
47.6235, -121.96597, 26, 0, 0, 50f, 3.17f
47.62359, -121.96607, 4, 0, 0, 50f, 3.17f
47.62365, -121.96616, 21, 0, 0, 50f, 3.17f
47.62378, -121.96633, 19, 0, 0, 50f, 3.17f
47.62384, -121.96646, 22, 0, 0, 50f, 3.17f
47.62391, -121.96652, 19, 0, 0, 50f, 3.17f
47.62395, -121.96659, 21, 0, 0, 50f, 3.17f
47.62404, -121.96667, 21, 0, 0, 50f, 3.17f
47.62408, -121.96672, 12, 0, 0, 50f, 3.17f
47.62414, -121.96676, 7, 0, 0, 50f, 3.17f
47.62421, -121.9668, 19, 0, 0, 50f, 3.17f
47.62427, -121.96685, 13, 0, 0, 50f, 3.17f
47.6244, -121.96693, 11, 0, 0, 50f, 3.17f
47.62447, -121.96698, 18, 0, 0, 50f, 3.17f
47.62457, -121.96702, 16, 0, 0, 50f, 3.17f
47.62472, -121.9671, 28, 0, 0, 50f, 3.17f
47.62481, -121.96717, 14, 0, 0, 50f, 3.17f
47.6249, -121.96721, 7, 0, 0, 50f, 3.17f
47.62498, -121.96725, 9, 0, 0, 50f, 3.17f
47.62502, -121.9673, 25, 0, 0, 50f, 3.17f
47.62511, -121.96734, 10, 0, 0, 50f, 3.17f
47.62518, -121.96738, 5, 0, 0, 50f, 3.17f
47.62526, -121.96742, 5, 0, 0, 50f, 3.17f
47.6253, -121.96745, 24, 0, 0, 50f, 3.17f
47.62537, -121.96749, 4, 0, 0, 50f, 3.17f
47.62543, -121.96753, 11, 0, 0, 50f, 3.17f
47.6255, -121.9676, 5, 0, 0, 50f, 3.17f
47.62558, -121.96766, 19, 0, 0, 50f, 3.17f
47.62565, -121.96773, 28, 0, 0, 50f, 3.17f
47.62573, -121.96779, 10, 0, 0, 50f, 3.17f
47.6258, -121.96785, 24, 0, 0, 50f, 3.17f
47.62588, -121.96794, 23, 0, 0, 50f, 3.17f
47.62599, -121.968, 22, 0, 0, 50f, 3.17f
47.62605, -121.96807, 12, 0, 0, 50f, 3.17f
47.62616, -121.96813, 5, 0, 0, 50f, 3.17f
47.6262, -121.96816, 5, 0, 0, 50f, 3.17f
47.62627, -121.9682, 19, 0, 0, 50f, 3.17f
47.62636, -121.96824, 28, 0, 0, 50f, 3.17f
47.6264, -121.96824, 12, 0, 0, 50f, 3.17f
47.62646, -121.96826, 29, 0, 0, 50f, 3.17f
47.62653, -121.96824, 25, 0, 0, 50f, 3.17f
47.62657, -121.96824, 9, 0, 0, 50f, 3.17f
47.62663, -121.96822, 8, 0, 0, 50f, 3.17f
47.62668, -121.96818, 6, 0, 0, 50f, 3.17f
47.62672, -121.96816, 29, 0, 0, 50f, 3.17f
47.62678, -121.96811, 11, 0, 0, 50f, 3.17f
47.6268, -121.96805, 21, 0, 0, 50f, 3.17f
47.62685, -121.968, 24, 0, 0, 50f, 3.17f
47.62687, -121.96794, 20, 0, 0, 50f, 3.17f
47.62691, -121.96788, 15, 0, 0, 50f, 3.17f
47.62693, -121.96783, 20, 0, 0, 50f, 3.17f
47.62696, -121.96775, 15, 0, 0, 50f, 3.17f
47.62696, -121.96766, 26, 0, 0, 50f, 3.17f
47.62698, -121.96758, 10, 0, 0, 50f, 3.17f
47.62698, -121.96749, 18, 0, 0, 50f, 3.17f
47.62698, -121.96742, 16, 0, 0, 50f, 3.17f
47.62698, -121.96738, 19, 0, 0, 50f, 3.17f
47.62696, -121.96732, 9, 0, 0, 50f, 3.17f
47.62696, -121.96725, 29, 0, 0, 50f, 3.17f
47.62693, -121.96715, 14, 0, 0, 50f, 3.17f
47.62689, -121.96708, 18, 0, 0, 50f, 3.17f
47.62685, -121.967, 22, 0, 0, 50f, 3.17f
47.6268, -121.96693, 14, 0, 0, 50f, 3.17f
47.62674, -121.96685, 29, 0, 0, 50f, 3.17f
47.62666, -121.96672, 10, 0, 0, 50f, 3.17f
47.62655, -121.96659, 6, 0, 0, 50f, 3.17f
47.6264, -121.96642, 8, 0, 0, 50f, 3.17f
47.6262, -121.96618, 14, 0, 0, 50f, 3.17f
47.62614, -121.96612, 21, 0, 0, 50f, 3.17f
47.62608, -121.96603, 13, 0, 0, 50f, 3.17f
47.62601, -121.96594, 12, 0, 0, 50f, 3.17f
47.62597, -121.96588, 28, 0, 0, 50f, 3.17f
47.62593, -121.96584, 15, 0, 0, 50f, 3.17f
47.62588, -121.96575, 28, 0, 0, 50f, 3.17f
47.62582, -121.96567, 27, 0, 0, 50f, 3.17f
47.6258, -121.9656, 26, 0, 0, 50f, 3.17f
47.62573, -121.96549, 6, 0, 0, 50f, 3.17f
47.62571, -121.96543, 5, 0, 0, 50f, 3.17f
47.62569, -121.96536, 27, 0, 0, 50f, 3.17f
47.62567, -121.96526, 18, 0, 0, 50f, 3.17f
47.62565, -121.96522, 14, 0, 0, 50f, 3.17f
47.62562, -121.96506, 25, 0, 0, 50f, 3.17f
47.6256, -121.96496, 4, 0, 0, 50f, 3.17f
47.62558, -121.96483, 12, 0, 0, 50f, 3.17f
47.62556, -121.96472, 20, 0, 0, 50f, 3.17f
47.62552, -121.96459, 12, 0, 0, 50f, 3.17f
47.6255, -121.96442, 5, 0, 0, 50f, 3.17f
47.62545, -121.96421, 14, 0, 0, 50f, 3.17f
47.62541, -121.96406, 24, 0, 0, 50f, 3.17f
47.62539, -121.96391, 21, 0, 0, 50f, 3.17f
47.62537, -121.96376, 4, 0, 0, 50f, 3.17f
47.62535, -121.96363, 7, 0, 0, 50f, 3.17f
47.6253, -121.96333, 27, 0, 0, 50f, 3.17f
47.6253, -121.96322, 9, 0, 0, 50f, 3.17f
47.62528, -121.96311, 24, 0, 0, 50f, 3.17f
47.62528, -121.96294, 20, 0, 0, 50f, 3.17f
47.62526, -121.96286, 24, 0, 0, 50f, 3.17f
47.62526, -121.96279, 5, 0, 0, 50f, 3.17f
47.62526, -121.96264, 28, 0, 0, 50f, 3.17f
47.62526, -121.96251, 20, 0, 0, 50f, 3.17f
47.62528, -121.96236, 14, 0, 0, 50f, 3.17f
47.6253, -121.96223, 14, 0, 0, 50f, 3.17f
47.62532, -121.96204, 14, 0, 0, 50f, 3.17f
47.62535, -121.96187, 11, 0, 0, 50f, 3.17f
47.62539, -121.96172, 28, 0, 0, 50f, 3.17f
47.62541, -121.96155, 23, 0, 0, 50f, 3.17f
47.62543, -121.96144, 24, 0, 0, 50f, 3.17f
47.62545, -121.96135, 15, 0, 0, 50f, 3.17f
47.62548, -121.96125, 6, 0, 0, 50f, 3.17f
47.62548, -121.96116, 26, 0, 0, 50f, 3.17f
47.6255, -121.96107, 17, 0, 0, 50f, 3.17f
47.62552, -121.96094, 20, 0, 0, 50f, 3.17f
47.62556, -121.9608, 29, 0, 0, 50f, 3.17f
47.62558, -121.96062, 13, 0, 0, 50f, 3.17f
47.62562, -121.9605, 23, 0, 0, 50f, 3.17f
47.62567, -121.96028, 17, 0, 0, 50f, 3.17f
47.62569, -121.96017, 22, 0, 0, 50f, 3.17f
47.62573, -121.96002, 25, 0, 0, 50f, 3.17f
